Customer ID,Gender,Region,Age,Product Name,Category,Unit Price,Quantity,Total Price,Shipping Fee,Shipping Status,Order Date
CUST0282,Male,East,68,Smartphone,Electronics,800,3,2400,8.23,Returned,29-11-2023
CUST0158,Male,West,51,Smartphone,Electronics,800,1,800,18.58,Returned,03-10-2023
CUST0088,Female,South,66,Laptop,Electronics,1500,1,1500,13.16,In Transit,06-02-2023
CUST0124,Male,South,53,Monitor,Electronics,300,2,600,8.51,Returned,17-05-2023
CUST0055,Female,North,45,Smartwatch,Wearables,200,2,400,10.82,Returned,23-09-2023
CUST0201,Female,South,49,Laptop,Electronics,1500,3,4500,17.62,Returned,25-12-2023
CUST0256,Female,West,69,Mouse,Accessories,30,5,150,9.07,Delivered,19-02-2023
CUST0055,Male,East,45,Keyboard,Accessories,50,1,50,11.27,Returned,13-09-2023
CUST0076,Male,South,26,Monitor,Electronics,300,4,1200,6.9,Returned,05-11-2023
CUST0273,Male,South,55,Monitor,Electronics,300,3,900,7.31,In Transit,15-01-2023
CUST0022,Female,,33,Mouse,Accessories,30,1,30,15.29,Delivered,27-02-2023
CUST0204,Male,East,54,Laptop,Electronics,1500,2,3000,12.68,Delivered,11-05-2023
CUST0194,Female,South,61,Mouse,Accessories,30,1,30,19.54,In Transit,16-04-2023
CUST0138,Male,East,46,Smartphone,Electronics,800,4,3200,17.82,,17-03-2023
CUST0071,Female,North,46,Mouse,Accessories,30,4,120,10.01,In Transit,11-04-2023
CUST0044,Female,North,30,Keyboard,Accessories,50,4,200,16.61,Returned,16-10-2023
CUST0273,Male,South,55,Headphones,Accessories,100,4,400,18.99,In Transit,16-10-2023
CUST0196,Female,East,37,Headphones,Accessories,100,4,400,11.4,Delivered,22-02-2023
CUST0212,Female,East,62,Mouse,Accessories,30,2,60,8.36,Delivered,17-07-2023
CUST0106,Female,East,,Mouse,Accessories,30,5,150,10.03,Delivered,30-06-2023
CUST0133,Male,North,47,Headphones,Accessories,100,3,300,15,Delivered,09-07-2023
CUST0262,Male,West,27,Mouse,Accessories,30,4,120,16.05,Returned,07-05-2023
CUST0280,Female,East,44,Keyboard,Accessories,50,4,200,12.3,In Transit,22-03-2023
CUST0074,Male,North,36,Smartwatch,Wearables,200,2,400,12.03,Returned,28-08-2023
CUST0300,Female,East,,Mouse,Accessories,30,3,90,11.56,In Transit,17-01-2023
CUST0027,Female,North,36,Laptop,Electronics,1500,4,6000,11.21,,16-10-2023
CUST0016,Male,South,61,Smartphone,Electronics,800,1,800,17.43,Delivered,10-01-2023
CUST0152,Male,South,69,Smartphone,Electronics,800,3,2400,13.57,Returned,25-03-2023
CUST0278,Female,East,52,Smartwatch,Wearables,200,3,600,10.21,In Transit,29-01-2023
CUST0095,Female,South,60,Smartphone,Electronics,800,5,4000,18.75,Delivered,19-01-2023
CUST0229,Male,West,45,Monitor,Electronics,300,1,300,16.7,Delivered,16-09-2023
CUST0128,Male,West,52,Monitor,Electronics,300,1,300,14.67,Delivered,21-07-2023
CUST0032,Female,South,63,Monitor,Electronics,300,5,1500,18,Returned,21-03-2023
CUST0283,Female,South,67,Keyboard,Accessories,50,5,250,10.04,In Transit,03-05-2023
CUST0238,Male,West,26,Keyboard,Accessories,50,4,200,10.23,Delivered,24-01-2023
CUST0051,Male,West,41,Smartwatch,Wearables,200,4,800,8.56,Returned,03-01-2024
CUST0144,Female,South,,Smartphone,Electronics,800,5,4000,10.52,Delivered,01-12-2023
CUST0134,Male,South,58,Monitor,Electronics,300,5,1500,19.72,Delivered,16-05-2023
CUST0129,Male,South,66,Mouse,Accessories,30,2,60,9.19,In Transit,07-05-2023
CUST0148,Female,West,67,Headphones,Accessories,100,2,200,19.58,Returned,01-06-2023
CUST0211,Male,North,35,Smartphone,Electronics,800,5,4000,15.61,In Transit,27-01-2023
CUST0272,Male,South,52,Keyboard,Accessories,50,2,100,13.78,Delivered,04-09-2023
CUST0092,Female,East,32,Mouse,Accessories,30,5,150,15.68,Delivered,06-11-2023
CUST0203,Female,,33,Smartwatch,Wearables,200,1,200,14.86,Returned,24-09-2023
CUST0109,Male,North,57,Smartwatch,Wearables,200,1,200,13.34,Returned,08-09-2023
CUST0204,Female,South,54,Laptop,Electronics,1500,5,7500,5.02,Returned,28-08-2023
CUST0291,Male,West,49,Smartwatch,Wearables,200,4,800,18.56,Delivered,18-03-2023
CUST0153,Female,South,40,Headphones,Accessories,100,5,500,14.22,Delivered,02-02-2023
CUST0220,Male,North,67,Headphones,Accessories,100,5,500,13.85,Returned,15-03-2023
CUST0199,Female,North,41,Mouse,Accessories,30,3,90,18.37,Returned,03-01-2024
CUST0245,Male,West,63,Smartphone,Electronics,800,2,1600,19.63,Delivered,27-12-2023
CUST0228,Male,North,25,Smartphone,Electronics,800,1,800,5.64,In Transit,23-09-2023
CUST0106,Male,North,50,Laptop,Electronics,1500,5,7500,15.14,In Transit,08-06-2023
CUST0174,Male,West,68,Mouse,Accessories,30,4,120,14.02,Returned,13-09-2023
CUST0161,Male,West,62,Smartwatch,Wearables,200,3,600,17.9,Returned,03-01-2023
CUST0204,Male,South,54,Smartphone,Electronics,800,1,800,7.77,Returned,23-07-2023
CUST0062,Male,West,43,Smartwatch,Wearables,200,2,400,13.02,Delivered,08-10-2023
CUST0114,Male,South,60,Keyboard,Accessories,50,1,50,6.25,In Transit,06-02-2023
CUST0102,Male,West,25,Monitor,Electronics,300,3,900,9.94,Delivered,21-10-2023
CUST0140,Male,East,50,Smartphone,Electronics,800,1,800,10.36,Returned,25-05-2023
CUST0142,Female,South,32,Smartphone,Electronics,800,1,800,8.45,Returned,28-04-2023
CUST0016,Male,East,61,Smartphone,Electronics,800,2,1600,19.07,Delivered,03-10-2023
CUST0023,Male,South,,Keyboard,Accessories,50,5,250,10.03,Returned,01-11-2023
CUST0008,Female,West,18,Mouse,Accessories,30,4,120,8.76,In Transit,30-06-2023
CUST0268,Male,North,21,Monitor,Electronics,300,2,600,5.69,Returned,03-08-2023
CUST0162,Male,East,69,Headphones,Accessories,100,1,100,6.43,Returned,26-05-2023
CUST0121,Female,West,66,Smartwatch,Wearables,200,5,1000,19.19,Returned,19-09-2023
CUST0047,Female,West,41,Smartwatch,Wearables,200,3,600,10.92,Returned,18-06-2023
CUST0148,Male,East,67,Keyboard,Accessories,50,5,250,11.17,In Transit,03-03-2023
CUST0251,Female,East,42,Smartphone,Electronics,800,3,2400,10.65,In Transit,18-11-2023
CUST0028,Female,West,50,Monitor,Electronics,300,1,300,14.36,Delivered,05-08-2023
CUST0174,Female,East,68,Headphones,Accessories,100,4,400,11.92,In Transit,31-10-2023
CUST0296,Female,East,50,Smartphone,Electronics,800,5,4000,13.43,Returned,11-08-2023
CUST0085,Male,,,Smartphone,Electronics,800,1,800,16.2,Returned,25-11-2023
CUST0281,Male,West,44,Laptop,Electronics,1500,5,7500,7.21,Delivered,21-11-2023
CUST0010,Female,East,37,Headphones,Accessories,100,3,300,7.41,Delivered,27-03-2023
CUST0186,Female,West,55,Laptop,Electronics,1500,1,1500,19.04,In Transit,20-10-2023
CUST0281,Female,North,44,Laptop,Electronics,1500,2,3000,9.87,Delivered,27-11-2023
CUST0031,Female,East,67,Smartphone,Electronics,800,5,4000,9.6,In Transit,22-10-2023
CUST0270,Female,East,,Headphones,Accessories,100,3,300,13.33,Delivered,10-02-2023
CUST0039,Female,North,60,Smartphone,Electronics,800,2,1600,19.2,In Transit,11-08-2023
CUST0063,Male,South,20,Keyboard,Accessories,50,1,50,17.61,Returned,13-08-2023
CUST0097,Female,East,34,Smartwatch,Wearables,200,1,200,17.66,Returned,21-05-2023
CUST0067,Female,North,19,Laptop,Electronics,1500,4,6000,14.45,Delivered,08-11-2023
CUST0124,Female,East,,Smartphone,Electronics,800,4,3200,19.17,In Transit,17-06-2023
CUST0284,Female,South,64,Monitor,Electronics,300,3,900,19.12,In Transit,17-06-2023
CUST0010,Male,West,37,Monitor,Electronics,300,1,300,9.72,Returned,30-03-2023
CUST0276,Female,West,66,Monitor,Electronics,300,1,300,18.63,Delivered,01-11-2023
CUST0256,Male,South,69,Smartphone,Electronics,800,3,2400,5.26,,07-10-2023
CUST0221,Female,South,33,Mouse,Accessories,30,2,60,15.69,Delivered,21-10-2023
CUST0062,Female,West,43,Monitor,Electronics,300,3,900,8.58,Returned,02-11-2023
CUST0219,Female,South,48,Headphones,Accessories,207.3040408,1,100,9.55,Delivered,23-01-2023
CUST0053,Male,,25,Keyboard,Accessories,50,3,150,11.95,Returned,18-10-2023
CUST0144,Female,South,54,Smartphone,Electronics,800,4,3200,7.86,Returned,07-08-2023
CUST0081,Male,South,38,Monitor,Electronics,300,5,1500,12.67,In Transit,05-01-2023
CUST0044,Female,South,30,Monitor,Electronics,300,2,600,16.31,Delivered,25-07-2023
CUST0055,Female,South,45,Smartwatch,Wearables,200,3,600,18.24,Returned,25-11-2023
CUST0272,Male,North,52,Mouse,Accessories,30,3,90,11.88,Returned,18-05-2023
CUST0126,Female,South,66,Mouse,Accessories,30,2,60,5.53,In Transit,16-10-2023
CUST0167,Male,South,67,Smartwatch,Wearables,200,3,600,8.01,Delivered,27-03-2023
CUST0043,Female,South,22,Mouse,Accessories,30,4,120,19.24,In Transit,25-10-2023
CUST0201,Male,West,49,Monitor,Electronics,300,2,600,7,In Transit,21-09-2023
CUST0237,Male,South,65,Smartwatch,Wearables,200,3,600,6.94,In Transit,03-01-2024
CUST0028,Female,East,,Laptop,Electronics,1500,1,1500,6.62,Delivered,22-02-2023
CUST0150,Female,North,63,Monitor,Electronics,300,3,900,19.87,Delivered,23-08-2023
CUST0247,Male,South,44,Keyboard,Accessories,50,2,100,10.09,Delivered,01-08-2023
CUST0058,Female,East,42,Monitor,Electronics,300,2,600,6.22,In Transit,06-08-2023
CUST0281,Male,West,,Laptop,Electronics,1500,4,6000,7.66,Returned,01-01-2023
CUST0041,Male,East,64,Smartphone,Electronics,800,4,3200,5.82,Returned,02-10-2023
CUST0204,Male,East,54,Monitor,Electronics,300,4,1200,18.4,Delivered,29-04-2023
CUST0095,Female,North,60,Smartwatch,Wearables,200,2,400,18.88,Delivered,24-07-2023
CUST0272,Female,North,52,Smartwatch,Wearables,200,3,600,15.36,In Transit,17-09-2023
CUST0069,Male,East,,Monitor,Electronics,300,4,1200,16.88,In Transit,26-09-2023
CUST0202,Male,South,56,Headphones,Accessories,100,4,400,19.94,In Transit,07-06-2023
CUST0054,Female,North,64,Headphones,Accessories,100,1,100,10.32,Delivered,12-03-2023
CUST0187,Female,East,25,Keyboard,Accessories,50,4,200,7.33,Delivered,24-10-2023
CUST0065,Male,South,41,Smartphone,Electronics,800,5,4000,6.41,In Transit,01-12-2023
CUST0019,Male,West,69,Smartwatch,Wearables,200,1,200,12.86,In Transit,16-08-2023
CUST0054,Female,North,64,Keyboard,Accessories,50,1,50,13.13,In Transit,13-02-2023
CUST0018,Female,,38,Mouse,Accessories,30,2,60,17.21,In Transit,28-11-2023
CUST0059,Male,North,18,Laptop,Electronics,1500,2,3000,7.81,Returned,22-06-2023
CUST0075,Female,South,56,Mouse,Accessories,30,5,150,5.44,In Transit,23-06-2023
CUST0129,Female,East,66,Smartphone,Electronics,800,3,2400,19.63,Delivered,28-07-2023
CUST0103,Male,North,,Smartphone,Electronics,800,1,800,15.79,In Transit,30-10-2023
CUST0176,Female,South,51,Laptop,Electronics,1500,3,4500,5.72,In Transit,10-11-2023
CUST0299,Female,West,58,Smartwatch,Wearables,200,3,600,9.69,Returned,03-01-2024
CUST0178,Female,South,44,Smartphone,Electronics,1658.432327,3,2400,19.31,Delivered,03-06-2023
CUST0138,Female,East,46,Laptop,Electronics,1500,4,6000,16.31,In Transit,29-06-2023
CUST0152,Male,East,69,Mouse,Accessories,30,1,30,10.99,In Transit,06-10-2023
CUST0212,Female,West,62,Smartphone,Electronics,800,3,2400,16.12,In Transit,01-08-2023
CUST0208,Female,South,57,Smartwatch,Wearables,200,2,400,8.71,,18-05-2023
CUST0026,Male,East,27,Smartphone,Electronics,800,5,4000,12.26,Returned,02-05-2023
CUST0224,Female,East,57,Smartphone,Electronics,800,1,800,19.34,Delivered,20-11-2023
CUST0131,Female,West,67,Laptop,Electronics,1500,2,3000,18.81,In Transit,10-08-2023
CUST0019,Male,North,69,Monitor,Electronics,300,1,300,14.91,Delivered,05-04-2023
CUST0291,Female,North,49,Mouse,Accessories,30,1,30,5.6,Delivered,19-04-2023
CUST0032,Male,West,63,Laptop,Electronics,1500,3,4500,19.69,In Transit,30-12-2023
CUST0230,Male,South,,Laptop,Electronics,1500,4,6000,15.12,In Transit,10-11-2023
CUST0285,Female,North,58,Headphones,Accessories,100,1,100,5.25,Delivered,14-01-2023
CUST0199,Male,North,41,Headphones,Accessories,100,1,100,18.38,Returned,05-07-2023
CUST0045,Female,East,21,Monitor,Electronics,300,3,900,15.22,In Transit,03-01-2024
CUST0063,Male,North,20,Monitor,Electronics,300,4,1200,15.57,Delivered,06-11-2023
CUST0178,Male,East,44,Laptop,Electronics,1500,5,7500,8.03,In Transit,20-01-2023
CUST0210,Female,North,30,Monitor,Electronics,300,5,1500,16.68,Returned,06-05-2023
CUST0105,Female,North,27,Headphones,Accessories,100,2,200,12.44,In Transit,21-10-2023
CUST0198,Male,South,,Monitor,Electronics,300,3,900,6.39,Returned,30-12-2023
CUST0241,Female,East,27,Keyboard,Accessories,50,1,50,11.72,In Transit,10-07-2023
CUST0201,Female,West,49,Smartphone,Electronics,800,2,1600,6.85,Delivered,03-01-2024
CUST0052,Male,South,66,Mouse,Accessories,30,4,120,14.27,In Transit,05-02-2023
CUST0258,Female,North,39,Laptop,Electronics,1500,3,4500,15.91,Returned,03-02-2023
CUST0123,Male,South,52,Laptop,Electronics,1500,5,7500,16.01,In Transit,22-11-2023
CUST0285,Male,South,,Smartphone,Electronics,800,3,2400,19.44,In Transit,03-06-2023
CUST0279,Female,West,59,Mouse,Accessories,30,3,90,7.34,Returned,26-04-2023
CUST0052,Female,East,66,Headphones,Accessories,100,3,300,13.21,In Transit,13-03-2023
CUST0200,Female,West,,Laptop,Electronics,1500,5,7500,11.03,Returned,11-01-2023
CUST0103,Female,South,23,Keyboard,Accessories,50,5,250,14.12,In Transit,10-04-2023
CUST0129,Female,North,66,Smartwatch,Wearables,200,5,1000,10.43,Delivered,07-03-2023
CUST0012,Female,North,28,Laptop,Electronics,1500,1,1500,12.71,Returned,31-08-2023
CUST0139,Male,East,57,Smartphone,Electronics,800,2,1600,12.55,,02-01-2023
CUST0108,Male,South,,Keyboard,Accessories,50,2,100,6.85,Returned,19-10-2023
CUST0196,Male,West,37,Laptop,Electronics,1500,2,3000,17.23,Returned,10-01-2023
CUST0007,Male,East,52,Headphones,Accessories,100,3,300,19.53,In Transit,16-01-2023
CUST0118,Male,West,,Smartwatch,Wearables,200,3,600,18.62,Delivered,23-07-2023
CUST0227,Female,East,54,Mouse,Accessories,30,5,150,14.71,In Transit,04-12-2023
CUST0219,Female,South,48,Keyboard,Accessories,50,2,100,12.46,In Transit,09-04-2023
CUST0297,Male,East,61,Monitor,Electronics,300,2,600,12.26,Returned,25-04-2023
CUST0098,Female,East,57,Headphones,Accessories,100,4,400,8.84,In Transit,28-02-2023
CUST0284,Female,South,64,Smartwatch,Wearables,200,5,1000,13.46,In Transit,09-05-2023
CUST0137,Female,West,19,Monitor,Electronics,300,5,1500,19.39,Returned,08-12-2023
CUST0127,Male,North,62,Headphones,Accessories,100,2,200,5.13,Delivered,01-11-2023
CUST0052,Male,East,66,Mouse,Accessories,30,2,60,6.23,In Transit,11-06-2023
CUST0162,Female,South,69,Smartwatch,Wearables,200,4,800,12.26,In Transit,09-10-2023
CUST0069,Female,East,66,Laptop,Electronics,1500,4,6000,16.92,In Transit,23-09-2023
CUST0011,Female,West,54,Smartphone,Electronics,1658.432327,2,1600,15.8,In Transit,06-04-2023
CUST0293,Male,South,32,Laptop,Electronics,1500,3,4500,8.53,Returned,17-11-2023
CUST0078,Female,East,38,Monitor,Electronics,300,1,300,7.57,Delivered,07-02-2023
CUST0290,Female,,37,Headphones,Accessories,100,3,300,5.29,Returned,30-09-2023
CUST0130,Female,West,68,Smartwatch,Wearables,200,3,600,5.65,In Transit,18-08-2023
CUST0186,Female,East,55,Smartwatch,Wearables,200,5,1000,18.29,Delivered,10-01-2023
CUST0164,Male,South,50,Monitor,Electronics,300,3,900,11.22,In Transit,16-03-2023
CUST0024,Female,,57,Monitor,Electronics,300,2,600,15.59,Returned,02-09-2023
CUST0006,Female,East,,Smartwatch,Wearables,200,3,600,13.94,Delivered,07-04-2023
CUST0124,Female,North,53,Monitor,Electronics,300,1,300,16.32,Delivered,16-08-2023
CUST0060,Female,West,41,Headphones,Accessories,100,5,500,18.06,Delivered,15-03-2023
CUST0046,Female,North,22,Mouse,Accessories,30,1,30,8.96,Returned,03-03-2023
CUST0280,Male,South,44,Smartwatch,Wearables,200,4,800,6.43,,03-03-2023
CUST0012,Male,South,28,Headphones,Accessories,100,3,300,17.16,Returned,10-08-2023
CUST0095,Male,East,60,Mouse,Accessories,30,3,90,18.42,Delivered,25-01-2023
CUST0279,Female,,,Mouse,Accessories,30,2,60,11.28,Returned,19-09-2023
CUST0158,Female,,51,Monitor,Electronics,300,4,1200,6.91,In Transit,13-09-2023
CUST0193,Male,South,64,Keyboard,Accessories,50,4,200,17.18,In Transit,06-11-2023
CUST0270,Male,East,64,Keyboard,Accessories,50,1,50,18.23,Delivered,24-05-2023
CUST0005,Female,East,56,Mouse,Accessories,30,2,60,7.58,In Transit,15-02-2023
CUST0118,Female,West,23,Smartphone,Electronics,800,2,1600,9.07,In Transit,19-10-2023
CUST0016,Female,North,61,Keyboard,Accessories,50,1,50,19.39,Delivered,28-07-2023
CUST0168,Female,South,42,Keyboard,Accessories,50,2,100,12.44,In Transit,21-02-2023
CUST0091,Male,North,30,Keyboard,Accessories,50,1,50,19.02,Delivered,14-12-2023
CUST0066,Female,West,37,Headphones,Accessories,100,3,300,16.67,Returned,07-03-2023
CUST0186,Female,East,55,Mouse,Accessories,30,1,30,5.24,Returned,25-05-2023
CUST0130,Female,North,68,Monitor,Electronics,300,3,900,10.39,Returned,09-02-2023
CUST0274,Female,West,51,Keyboard,Accessories,50,3,150,19.79,Delivered,03-01-2024
CUST0095,Female,East,60,Monitor,Electronics,300,4,1200,7.26,In Transit,20-08-2023
CUST0128,Female,East,52,Smartwatch,Wearables,200,5,1000,18.72,Delivered,02-03-2023
CUST0036,Male,South,,Keyboard,Accessories,50,3,150,9.99,,07-05-2023
CUST0016,Female,East,61,Monitor,Electronics,300,1,300,6.63,In Transit,14-01-2023
CUST0192,Male,South,58,Mouse,Accessories,30,1,30,11.39,In Transit,15-05-2023
CUST0013,Female,East,55,Keyboard,Accessories,50,4,200,6.66,,13-08-2023
CUST0059,Female,East,18,Keyboard,Accessories,50,4,200,7.76,In Transit,20-08-2023
CUST0065,Female,South,41,Smartphone,Electronics,800,1,800,6.24,Delivered,03-08-2023
CUST0025,Female,South,56,Headphones,Accessories,100,3,300,5.86,In Transit,25-11-2023
CUST0160,Female,South,69,Laptop,Electronics,1500,2,3000,5.35,Returned,30-10-2023
CUST0096,Female,North,61,Smartphone,Electronics,800,5,4000,13.72,,09-03-2023
CUST0071,Male,East,46,Smartphone,Electronics,800,2,1600,13.1,In Transit,07-01-2023
CUST0044,Male,East,30,Smartwatch,Wearables,200,2,400,13.54,In Transit,08-08-2023
CUST0299,Female,East,58,Smartphone,Electronics,800,5,4000,5.65,Delivered,16-12-2023
CUST0291,Female,South,49,Monitor,Electronics,300,3,900,17.93,Delivered,29-05-2023
CUST0266,Female,North,29,Monitor,Electronics,300,4,1200,5.79,In Transit,04-09-2023
CUST0184,Female,North,54,Smartphone,Electronics,800,1,800,13.72,In Transit,30-08-2023
CUST0130,Male,West,68,Keyboard,Accessories,50,3,150,8.99,Delivered,02-02-2023
CUST0052,Male,South,66,Monitor,Electronics,300,4,1200,17.59,Returned,12-09-2023
CUST0240,Male,East,39,Keyboard,Accessories,50,4,200,13.51,Delivered,21-12-2023
CUST0054,Male,South,64,Smartphone,Electronics,800,1,800,19.15,Delivered,07-10-2023
CUST0038,Female,North,57,Keyboard,Accessories,50,2,100,16.78,,16-11-2023
CUST0023,Male,East,,Monitor,Electronics,300,5,1500,8.56,In Transit,30-10-2023
CUST0183,Male,North,42,Mouse,Accessories,30,5,150,9.26,Delivered,21-02-2023
CUST0012,Male,,28,Monitor,Electronics,300,5,1500,13.09,Delivered,12-03-2023
CUST0136,Female,South,36,Mouse,Accessories,30,5,150,6.58,In Transit,17-10-2023
CUST0052,Female,South,66,Mouse,Accessories,30,2,60,12.21,Delivered,05-06-2023
CUST0141,Male,West,58,Monitor,Electronics,300,4,1200,6.4,Delivered,03-03-2023
CUST0144,Male,South,54,Smartphone,Electronics,800,5,4000,19.43,In Transit,12-07-2023
CUST0156,Female,North,57,Monitor,Electronics,300,1,300,15.49,In Transit,05-02-2023
CUST0199,Male,West,,Smartphone,Electronics,800,3,2400,6.95,Returned,22-09-2023
CUST0197,Male,North,54,Laptop,Electronics,1500,4,6000,5.05,Delivered,12-07-2023
CUST0196,Female,West,37,Laptop,Electronics,1500,1,1500,12.95,Returned,06-11-2023
CUST0243,Female,West,58,Headphones,Accessories,100,5,500,19.98,Returned,13-08-2023
CUST0182,Male,South,19,Smartphone,Electronics,800,4,3200,12.3,Delivered,23-01-2023
CUST0296,Female,South,50,Monitor,Electronics,300,4,1200,7.42,Delivered,07-10-2023
CUST0296,Female,West,50,Mouse,Accessories,30,1,30,15.21,In Transit,15-11-2023
CUST0264,Female,West,59,Monitor,Electronics,300,3,900,19.8,In Transit,26-12-2023
CUST0136,Female,West,,Mouse,Accessories,30,5,150,13.14,Returned,11-11-2023
CUST0010,Male,West,,Headphones,Accessories,100,5,500,15.78,Delivered,21-04-2023
CUST0131,Male,West,67,Keyboard,Accessories,50,5,250,5.81,Delivered,18-05-2023
CUST0252,Male,West,55,Headphones,Accessories,100,5,500,7.98,Returned,16-05-2023
CUST0294,Female,East,49,Mouse,Accessories,30,5,150,19.83,In Transit,11-09-2023
CUST0253,Male,West,51,Smartphone,Electronics,800,5,4000,16.14,Returned,12-06-2023
CUST0289,Female,North,37,Mouse,Accessories,30,4,120,9,Returned,03-01-2024
CUST0126,Female,North,66,Smartphone,Electronics,800,1,800,16.42,In Transit,26-09-2023
CUST0024,Female,South,57,Laptop,Electronics,1500,1,1500,9.69,Delivered,22-11-2023
CUST0058,Male,East,,Laptop,Electronics,1500,4,6000,16.49,Delivered,10-07-2023
